InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,LineTotal,Date,Period,Day,Hour
C537805,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,2018-12-06 13:18:00,4.65,15311,-4.65,2018-12-06,2018-12,Thursday,13
C537805,40001,WHITE BAMBOO RIBS LAMPSHADE,-2,2018-12-06 13:18:00,0.64,15311,-1.28,2018-12-06,2018-12,Thursday,13
C537805,85047,WHITE BEADED GARLAND STRING 20LIGHT,-1,2018-12-06 13:18:00,5.55,15311,-5.55,2018-12-06,2018-12,Thursday,13
C537805,22719,GUMBALL MONOCHROME COAT RACK,-3,2018-12-06 13:18:00,1.06,15311,-3.18,2018-12-06,2018-12,Thursday,13
C537805,20798,CLEAR MILKSHAKE GLASS,-4,2018-12-06 13:18:00,1.65,15311,-6.6,2018-12-06,2018-12,Thursday,13
C537805,22198,LARGE POPCORN HOLDER ,-1,2018-12-06 13:18:00,1.45,15311,-1.45,2018-12-06,2018-12,Thursday,13
C537805,22197,SMALL POPCORN HOLDER,-1,2018-12-06 13:18:00,0.72,15311,-0.72,2018-12-06,2018-12,Thursday,13
C537805,20829,GLITTER HANGING BUTTERFLY STRING,-1,2018-12-06 13:18:00,2.1,15311,-2.1,2018-12-06,2018-12,Thursday,13
C537805,22571,ROCKING HORSE RED CHRISTMAS ,-1,2018-12-06 13:18:00,0.85,15311,-0.85,2018-12-06,2018-12,Thursday,13
C537807,84949,SILVER HANGING T-LIGHT HOLDER,-5,2018-12-06 13:23:00,1.65,13495,-8.25,2018-12-06,2018-12,Thursday,13
C537807,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-3,2018-12-06 13:23:00,4.95,13495,-14.850000000000001,2018-12-06,2018-12,Thursday,13
C537807,21143,ANTIQUE GLASS HEART DECORATION ,-1,2018-12-06 13:23:00,1.95,13495,-1.95,2018-12-06,2018-12,Thursday,13
C537807,21812,GARLAND WITH HEARTS AND BELLS,-6,2018-12-06 13:23:00,4.95,13495,-29.700000000000003,2018-12-06,2018-12,Thursday,13
C537812,21843,RED RETROSPOT CAKE STAND,-10,2018-12-06 13:33:00,9.95,14299,-99.5,2018-12-06,2018-12,Thursday,13
C537812,22423,REGENCY CAKESTAND 3 TIER,-10,2018-12-06 13:33:00,10.95,14299,-109.5,2018-12-06,2018-12,Thursday,13
C537814,20703,BLUE PADDED SOFT MOBILE,-3,2018-12-06 13:43:00,4.25,12712,-12.75,2018-12-06,2018-12,Thursday,13
C537820,22627,MINT KITCHEN SCALES,-1,2018-12-06 14:10:00,8.5,16016,-8.5,2018-12-06,2018-12,Thursday,14
C537821,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-3,2018-12-06 14:20:00,6.95,18193,-20.85,2018-12-06,2018-12,Thursday,14
C537824,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,2018-12-06 14:27:00,9.95,12870,-9.95,2018-12-06,2018-12,Thursday,14
C537824,22784,LANTERN CREAM GAZEBO ,-1,2018-12-06 14:27:00,4.95,12870,-4.95,2018-12-06,2018-12,Thursday,14
C537832,22073,RED RETROSPOT STORAGE JAR,-2,2018-12-06 14:52:00,3.75,16858,-7.5,2018-12-06,2018-12,Thursday,14
C537832,21531,RED RETROSPOT SUGAR JAM BOWL,-4,2018-12-06 14:52:00,2.1,16858,-8.4,2018-12-06,2018-12,Thursday,14
C537832,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-2,2018-12-06 14:52:00,6.95,16858,-13.9,2018-12-06,2018-12,Thursday,14
C537834,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2018-12-06 14:54:00,2.95,13267,-2.95,2018-12-06,2018-12,Thursday,14
C537834,21314,SMALL GLASS HEART TRINKET POT,-1,2018-12-06 14:54:00,2.1,13267,-2.1,2018-12-06,2018-12,Thursday,14
C537834,22798,ANTIQUE GLASS DRESSING TABLE POT,-3,2018-12-06 14:54:00,2.95,13267,-8.850000000000001,2018-12-06,2018-12,Thursday,14
C537835,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2018-12-06 14:57:00,4.95,14618,-14.850000000000001,2018-12-06,2018-12,Thursday,14
C537838,22299,PIG KEYRING WITH LIGHT & SOUND ,-4,2018-12-06 15:01:00,1.25,13115,-5.0,2018-12-06,2018-12,Thursday,15
C537853,79000,MOROCCAN TEA GLASS,-1,2018-12-06 15:57:00,0.85,13370,-0.85,2018-12-06,2018-12,Thursday,15
C537853,22940,FELTCRAFT CHRISTMAS FAIRY,-1,2018-12-06 15:57:00,4.25,13370,-4.25,2018-12-06,2018-12,Thursday,15
C537853,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,2018-12-06 15:57:00,8.5,13370,-17.0,2018-12-06,2018-12,Thursday,15
C537853,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2018-12-06 15:57:00,2.95,13370,-2.95,2018-12-06,2018-12,Thursday,15
C537853,22960,JAM MAKING SET WITH JARS,-2,2018-12-06 15:57:00,4.25,13370,-8.5,2018-12-06,2018-12,Thursday,15
C537856,37370,RETRO COFFEE MUGS ASSORTED,-2,2018-12-06 15:59:00,1.25,14388,-2.5,2018-12-06,2018-12,Thursday,15
C537856,21843,RED RETROSPOT CAKE STAND,-1,2018-12-06 15:59:00,10.95,14388,-10.95,2018-12-06,2018-12,Thursday,15
C537860,84406B,CREAM CUPID HEARTS COAT HANGER,-8,2018-12-06 16:15:00,3.25,16252,-26.0,2018-12-06,2018-12,Thursday,16
C537860,22295,HEART FILIGREE DOVE LARGE,-12,2018-12-06 16:15:00,1.65,16252,-19.799999999999997,2018-12-06,2018-12,Thursday,16
C537860,22193,RED DINER WALL CLOCK,-2,2018-12-06 16:15:00,8.5,16252,-17.0,2018-12-06,2018-12,Thursday,16
C537860,22180,RETROSPOT LAMP,-1,2018-12-06 16:15:00,9.95,16252,-9.95,2018-12-06,2018-12,Thursday,16
C537860,21624,VINTAGE UNION JACK DOORSTOP,-3,2018-12-06 16:15:00,5.95,16252,-17.85,2018-12-06,2018-12,Thursday,16
C537860,21485,RETROSPOT HEART HOT WATER BOTTLE,-3,2018-12-06 16:15:00,4.95,16252,-14.850000000000001,2018-12-06,2018-12,Thursday,16
C537860,20897,VINTAGE NOTEBOOK PARIS DAYS,-6,2018-12-06 16:15:00,2.95,16252,-17.700000000000003,2018-12-06,2018-12,Thursday,16
C537860,37370,RETRO COFFEE MUGS ASSORTED,-12,2018-12-06 16:15:00,1.25,16252,-15.0,2018-12-06,2018-12,Thursday,16
C537860,22049,WRAP CHRISTMAS SCREEN PRINT,-25,2018-12-06 16:15:00,0.42,16252,-10.5,2018-12-06,2018-12,Thursday,16
C537860,21888,BINGO SET,-4,2018-12-06 16:15:00,3.75,16252,-15.0,2018-12-06,2018-12,Thursday,16
C537860,21240,BLUE POLKADOT CUP,-8,2018-12-06 16:15:00,0.85,16252,-6.8,2018-12-06,2018-12,Thursday,16
C537860,21066,VINTAGE RED MUG,-12,2018-12-06 16:15:00,1.25,16252,-15.0,2018-12-06,2018-12,Thursday,16
C537860,20675,BLUE POLKADOT BOWL,-8,2018-12-06 16:15:00,1.25,16252,-10.0,2018-12-06,2018-12,Thursday,16
C537860,22192,BLUE DINER WALL CLOCK,-2,2018-12-06 16:15:00,8.5,16252,-17.0,2018-12-06,2018-12,Thursday,16
C537860,21244,BLUE POLKADOT PLATE ,-8,2018-12-06 16:15:00,1.69,16252,-13.52,2018-12-06,2018-12,Thursday,16
C537860,21242,RED RETROSPOT PLATE ,-8,2018-12-06 16:15:00,1.69,16252,-13.52,2018-12-06,2018-12,Thursday,16
C537860,20676,RED RETROSPOT BOWL,-8,2018-12-06 16:15:00,1.25,16252,-10.0,2018-12-06,2018-12,Thursday,16
C537860,79066K,RETRO MOD TRAY,-10,2018-12-06 16:15:00,0.85,16252,-8.5,2018-12-06,2018-12,Thursday,16
C537860,22637,PIGGY BANK RETROSPOT ,-6,2018-12-06 16:15:00,2.55,16252,-15.299999999999999,2018-12-06,2018-12,Thursday,16
C537860,22508,DOORSTOP RETROSPOT HEART,-4,2018-12-06 16:15:00,3.75,16252,-15.0,2018-12-06,2018-12,Thursday,16
C537860,21238,RED RETROSPOT CUP,-8,2018-12-06 16:15:00,0.85,16252,-6.8,2018-12-06,2018-12,Thursday,16
C537893,22450,SILK PURSE BABUSHKA BLUE,-1,2018-12-07 10:14:00,3.35,12721,-3.35,2018-12-07,2018-12,Friday,10
C537893,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,2018-12-07 10:14:00,9.95,12721,-19.9,2018-12-07,2018-12,Friday,10
C537893,22630,DOLLY GIRL LUNCH BOX,-2,2018-12-07 10:14:00,1.95,12721,-3.9,2018-12-07,2018-12,Friday,10
C537998,22727,ALARM CLOCK BAKELIKE RED ,-4,2018-12-07 11:42:00,3.75,17411,-15.0,2018-12-07,2018-12,Friday,11
C537998,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-4,2018-12-07 11:42:00,3.75,17411,-15.0,2018-12-07,2018-12,Friday,11
C538052,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2018-12-07 13:28:00,4.95,15181,-4.95,2018-12-07,2018-12,Friday,13
C538059,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-12,2018-12-07 13:38:00,1.25,14205,-15.0,2018-12-07,2018-12,Friday,13
C538059,21535,RED RETROSPOT SMALL MILK JUG,-6,2018-12-07 13:38:00,2.55,14205,-15.299999999999999,2018-12-07,2018-12,Friday,13
C538059,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-6,2018-12-07 13:38:00,2.95,14205,-17.700000000000003,2018-12-07,2018-12,Friday,13
C538059,84378,SET OF 3 HEART COOKIE CUTTERS,-12,2018-12-07 13:38:00,1.25,14205,-15.0,2018-12-07,2018-12,Friday,13
C538059,48188,DOORMAT WELCOME PUPPIES,-2,2018-12-07 13:38:00,7.95,14205,-15.9,2018-12-07,2018-12,Friday,13
C538059,22697,GREEN REGENCY TEACUP AND SAUCER,-6,2018-12-07 13:38:00,2.95,14205,-17.700000000000003,2018-12-07,2018-12,Friday,13
C538059,48187,DOORMAT NEW ENGLAND,-2,2018-12-07 13:38:00,7.95,14205,-15.9,2018-12-07,2018-12,Friday,13
C538059,22727,ALARM CLOCK BAKELIKE RED ,-4,2018-12-07 13:38:00,3.75,14205,-15.0,2018-12-07,2018-12,Friday,13
C538059,22699,ROSES REGENCY TEACUP AND SAUCER ,-6,2018-12-07 13:38:00,2.95,14205,-17.700000000000003,2018-12-07,2018-12,Friday,13
C538059,22698,PINK REGENCY TEACUP AND SAUCER,-6,2018-12-07 13:38:00,2.95,14205,-17.700000000000003,2018-12-07,2018-12,Friday,13
C538059,21975,PACK OF 60 DINOSAUR CAKE CASES,-24,2018-12-07 13:38:00,0.55,14205,-13.200000000000001,2018-12-07,2018-12,Friday,13
C538059,21533,RETROSPOT LARGE MILK JUG,-3,2018-12-07 13:38:00,4.95,14205,-14.850000000000001,2018-12-07,2018-12,Friday,13
C538059,21217,RED RETROSPOT ROUND CAKE TINS,-3,2018-12-07 13:38:00,9.95,14205,-29.849999999999998,2018-12-07,2018-12,Friday,13
C538059,21210,SET OF 72 RETROSPOT PAPER  DOILIES,-12,2018-12-07 13:38:00,1.45,14205,-17.4,2018-12-07,2018-12,Friday,13
C538062,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-14,2018-12-07 13:40:00,4.25,17702,-59.5,2018-12-07,2018-12,Friday,13
C538062,22329,ROUND CONTAINER SET OF 5 RETROSPOT,-4,2018-12-07 13:40:00,1.65,17702,-6.6,2018-12-07,2018-12,Friday,13
C538062,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,2018-12-07 13:40:00,3.75,17702,-3.75,2018-12-07,2018-12,Friday,13
C538062,22168,ORGANISER WOOD ANTIQUE WHITE ,-2,2018-12-07 13:40:00,8.5,17702,-17.0,2018-12-07,2018-12,Friday,13
C538062,20973,12 PENCIL SMALL TUBE WOODLAND,-2,2018-12-07 13:40:00,0.65,17702,-1.3,2018-12-07,2018-12,Friday,13
C538066,22083,PAPER CHAIN KIT RETROSPOT,-1,2018-12-07 13:58:00,2.95,15738,-2.95,2018-12-07,2018-12,Friday,13
C538075,21284,RETROSPOT CANDLE  SMALL,-12,2018-12-07 14:12:00,1.69,13021,-20.28,2018-12-07,2018-12,Friday,14
C538081,22630,DOLLY GIRL LUNCH BOX,-33,2018-12-07 14:29:00,1.95,16898,-64.35,2018-12-07,2018-12,Friday,14
C538082,21864,UNION JACK FLAG PASSPORT COVER ,-20,2018-12-07 14:30:00,2.1,13777,-42.0,2018-12-07,2018-12,Friday,14
C538083,85099B,JUMBO BAG RED RETROSPOT,-3,2018-12-07 14:40:00,1.95,15750,-5.85,2018-12-07,2018-12,Friday,14
C538083,22633,HAND WARMER UNION JACK,-4,2018-12-07 14:40:00,2.1,15750,-8.4,2018-12-07,2018-12,Friday,14
C538084,22860,EASTER TIN CHICKS PINK DAISY,-6,2018-12-07 14:42:00,1.65,12649,-9.899999999999999,2018-12-07,2018-12,Friday,14
C538084,22859,EASTER TIN BUNNY BOUQUET,-6,2018-12-07 14:42:00,1.65,12649,-9.899999999999999,2018-12-07,2018-12,Friday,14
C538085,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2018-12-07 14:43:00,7.95,16350,-7.95,2018-12-07,2018-12,Friday,14
C538085,21314,SMALL GLASS HEART TRINKET POT,-1,2018-12-07 14:43:00,2.1,16350,-2.1,2018-12-07,2018-12,Friday,14
C538085,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2018-12-07 14:43:00,5.95,16350,-5.95,2018-12-07,2018-12,Friday,14
C538088,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,-24,2018-12-07 14:45:00,0.85,14766,-20.4,2018-12-07,2018-12,Friday,14
C538089,21906,PHARMACIE FIRST AID TIN,-1,2018-12-07 14:47:00,6.75,18230,-6.75,2018-12-07,2018-12,Friday,14
C538091,35400,WOODEN BOX ADVENT CALENDAR ,-2,2018-12-07 14:48:00,8.95,16499,-17.9,2018-12-07,2018-12,Friday,14
C538098,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,2018-12-07 14:57:00,8.5,14441,-8.5,2018-12-07,2018-12,Friday,14
C538099,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,2018-12-07 14:58:00,4.25,15279,-4.25,2018-12-07,2018-12,Friday,14
C538099,22457,NATURAL SLATE HEART CHALKBOARD ,-3,2018-12-07 14:58:00,2.95,15279,-8.850000000000001,2018-12-07,2018-12,Friday,14
C538100,84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,-12,2018-12-07 15:00:00,2.55,16579,-30.599999999999998,2018-12-07,2018-12,Friday,15
C538102,84792,ENCHANTED BIRD COATHANGER 5 HOOK,-2,2018-12-07 15:01:00,4.65,14047,-9.3,2018-12-07,2018-12,Friday,15
C538103,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,2018-12-07 15:13:00,8.5,17442,-17.0,2018-12-07,2018-12,Friday,15
C538105,79163,BLACK CHAMPAGNE GLASS,-1,2018-12-07 15:18:00,1.65,16781,-1.65,2018-12-07,2018-12,Friday,15
C538105,21781,MA CAMPAGNE CUTLERY BOX,-1,2018-12-07 15:18:00,14.95,16781,-14.95,2018-12-07,2018-12,Friday,15
C538109,22780,LIGHT GARLAND BUTTERFILES PINK,-4,2018-12-07 15:23:00,4.25,16042,-17.0,2018-12-07,2018-12,Friday,15
C538109,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2018-12-07 15:23:00,7.95,16042,-7.95,2018-12-07,2018-12,Friday,15
C538110,21232,STRAWBERRY CERAMIC TRINKET BOX,-144,2018-12-07 15:24:00,1.06,17307,-152.64000000000001,2018-12-07,2018-12,Friday,15
C538111,21830,ASSORTED CREEPY CRAWLIES,-24,2018-12-07 15:24:00,0.42,17950,-10.08,2018-12-07,2018-12,Friday,15
C538112,22072,RED RETROSPOT TEA CUP AND SAUCER ,-1,2018-12-07 15:28:00,3.75,14898,-3.75,2018-12-07,2018-12,Friday,15
C538112,21777,RECIPE BOX WITH METAL HEART,-3,2018-12-07 15:28:00,7.95,14898,-23.85,2018-12-07,2018-12,Friday,15
C538114,21275,ZINC TOP  2 DOOR WOODEN SHELF ,-1,2018-12-07 15:29:00,16.95,14217,-16.95,2018-12-07,2018-12,Friday,15
C538115,22178,VICTORIAN GLASS HANGING T-LIGHT,-1,2018-12-07 15:30:00,1.25,16817,-1.25,2018-12-07,2018-12,Friday,15
C538115,22251,BIRDHOUSE DECORATION MAGIC GARDEN,-9,2018-12-07 15:30:00,1.25,16817,-11.25,2018-12-07,2018-12,Friday,15
C538115,22233,JIGSAW RABBIT AND BIRDHOUSE,-12,2018-12-07 15:30:00,1.65,16817,-19.799999999999997,2018-12-07,2018-12,Friday,15
C538115,22230,JIGSAW TREE WITH WATERING CAN,-12,2018-12-07 15:30:00,0.85,16817,-10.2,2018-12-07,2018-12,Friday,15
C538118,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-1,2018-12-07 15:33:00,2.95,17700,-2.95,2018-12-07,2018-12,Friday,15
C538118,22784,LANTERN CREAM GAZEBO ,-1,2018-12-07 15:33:00,4.95,17700,-4.95,2018-12-07,2018-12,Friday,15
C538118,47594A,CAROUSEL DESIGN WASHBAG,-1,2018-12-07 15:33:00,1.95,17700,-1.95,2018-12-07,2018-12,Friday,15
C538119,22633,HAND WARMER UNION JACK,-1,2018-12-07 15:34:00,2.1,13136,-2.1,2018-12-07,2018-12,Friday,15
C538119,22865,HAND WARMER OWL DESIGN,-1,2018-12-07 15:34:00,2.1,13136,-2.1,2018-12-07,2018-12,Friday,15
C538119,21777,RECIPE BOX WITH METAL HEART,-2,2018-12-07 15:34:00,7.95,13136,-15.9,2018-12-07,2018-12,Friday,15
C538121,22461,SAVOY ART DECO CLOCK,-1,2018-12-07 15:36:00,12.75,15535,-12.75,2018-12-07,2018-12,Friday,15
C538122,22444,GROW YOUR OWN PLANT IN A CAN ,-1,2018-12-07 15:38:00,1.25,14696,-1.25,2018-12-07,2018-12,Friday,15
C538123,22331,WOODLAND PARTY BAG + STICKER SET,-1,2018-12-07 15:41:00,1.65,12605,-1.65,2018-12-07,2018-12,Friday,15
C538123,22333,RETROSPOT PARTY BAG + STICKER SET,-1,2018-12-07 15:41:00,1.65,12605,-1.65,2018-12-07,2018-12,Friday,15
C538123,22956,36 FOIL HEART CAKE CASES,-2,2018-12-07 15:41:00,2.1,12605,-4.2,2018-12-07,2018-12,Friday,15
C538124,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2018-12-07 15:43:00,2.95,15329,-2.95,2018-12-07,2018-12,Friday,15
C538124,22423,REGENCY CAKESTAND 3 TIER,-1,2018-12-07 15:43:00,12.75,15329,-12.75,2018-12-07,2018-12,Friday,15
C538164,35004B,SET OF 3 BLACK FLYING DUCKS,-1,2018-12-07 17:32:00,1.95,14031,-1.95,2018-12-07,2018-12,Friday,17
C538314,22586,FELTCRAFT HAIRBAND PINK AND BLUE,-47,2018-12-08 13:52:00,0.85,15514,-39.949999999999996,2018-12-08,2018-12,Saturday,13
C538341,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-1,2018-12-08 14:03:00,1.25,15514,-1.25,2018-12-08,2018-12,Saturday,14
C538341,22988,SOLDIERS EGG CUP ,-36,2018-12-08 14:03:00,1.25,15514,-45.0,2018-12-08,2018-12,Saturday,14
C538341,22988,SOLDIERS EGG CUP ,-12,2018-12-08 14:03:00,1.25,15514,-15.0,2018-12-08,2018-12,Saturday,14
C538341,22976,CIRCUS PARADE CHILDRENS EGG CUP ,-12,2018-12-08 14:03:00,1.25,15514,-15.0,2018-12-08,2018-12,Saturday,14
C538341,22973,CHILDREN'S CIRCUS PARADE MUG,-18,2018-12-08 14:03:00,1.65,15514,-29.7,2018-12-08,2018-12,Saturday,14
C538341,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-6,2018-12-08 14:03:00,4.95,15514,-29.700000000000003,2018-12-08,2018-12,Saturday,14
C538341,22752,SET 7 BABUSHKA NESTING BOXES,-96,2018-12-08 14:03:00,7.65,15514,-734.4000000000001,2018-12-08,2018-12,Saturday,14
C538341,22730,ALARM CLOCK BAKELIKE IVORY,-1,2018-12-08 14:03:00,3.75,15514,-3.75,2018-12-08,2018-12,Saturday,14
C538341,22729,ALARM CLOCK BAKELIKE ORANGE,-4,2018-12-08 14:03:00,3.75,15514,-15.0,2018-12-08,2018-12,Saturday,14
C538341,22729,ALARM CLOCK BAKELIKE ORANGE,-1,2018-12-08 14:03:00,3.75,15514,-3.75,2018-12-08,2018-12,Saturday,14
C538341,22728,ALARM CLOCK BAKELIKE PINK,-1,2018-12-08 14:03:00,3.75,15514,-3.75,2018-12-08,2018-12,Saturday,14
C538341,22728,ALARM CLOCK BAKELIKE PINK,-3,2018-12-08 14:03:00,3.75,15514,-11.25,2018-12-08,2018-12,Saturday,14
C538341,22727,ALARM CLOCK BAKELIKE RED ,-1,2018-12-08 14:03:00,3.75,15514,-3.75,2018-12-08,2018-12,Saturday,14
C538341,22727,ALARM CLOCK BAKELIKE RED ,-2,2018-12-08 14:03:00,3.75,15514,-7.5,2018-12-08,2018-12,Saturday,14
C538341,22726,ALARM CLOCK BAKELIKE GREEN,-1,2018-12-08 14:03:00,3.75,15514,-3.75,2018-12-08,2018-12,Saturday,14
C538341,22726,ALARM CLOCK BAKELIKE GREEN,-2,2018-12-08 14:03:00,3.75,15514,-7.5,2018-12-08,2018-12,Saturday,14
C538341,22726,ALARM CLOCK BAKELIKE GREEN,-3,2018-12-08 14:03:00,3.75,15514,-11.25,2018-12-08,2018-12,Saturday,14
C538341,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,2018-12-08 14:03:00,3.75,15514,-3.75,2018-12-08,2018-12,Saturday,14
C538341,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-3,2018-12-08 14:03:00,3.75,15514,-11.25,2018-12-08,2018-12,Saturday,14
C538341,22621,TRADITIONAL KNITTING NANCY,-48,2018-12-08 14:03:00,1.25,15514,-60.0,2018-12-08,2018-12,Saturday,14
C538341,22586,FELTCRAFT HAIRBAND PINK AND BLUE,-1,2018-12-08 14:03:00,0.85,15514,-0.85,2018-12-08,2018-12,Saturday,14
C538341,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,-6,2018-12-08 14:03:00,1.65,15514,-9.899999999999999,2018-12-08,2018-12,Saturday,14
C538341,22131,FOOD CONTAINER SET 3 LOVE HEART ,-1,2018-12-08 14:03:00,1.95,15514,-1.95,2018-12-08,2018-12,Saturday,14
C538341,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-1,2018-12-08 14:03:00,2.95,15514,-2.95,2018-12-08,2018-12,Saturday,14
C538341,21889,WOODEN BOX OF DOMINOES,-24,2018-12-08 14:03:00,1.25,15514,-30.0,2018-12-08,2018-12,Saturday,14
C538341,21731,RED TOADSTOOL LED NIGHT LIGHT,-1,2018-12-08 14:03:00,1.65,15514,-1.65,2018-12-08,2018-12,Saturday,14
C538341,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,-1,2018-12-08 14:03:00,2.1,15514,-2.1,2018-12-08,2018-12,Saturday,14
C538341,21644,ASSORTED TUTTI FRUTTI HEART BOX,-1,2018-12-08 14:03:00,1.25,15514,-1.25,2018-12-08,2018-12,Saturday,14
C538341,21056,DOCTOR'S BAG SOFT TOY,-1,2018-12-08 14:03:00,8.95,15514,-8.95,2018-12-08,2018-12,Saturday,14
C538341,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,-1,2018-12-08 14:03:00,0.42,15514,-0.42,2018-12-08,2018-12,Saturday,14
C538344,22867,HAND WARMER BIRD DESIGN,-12,2018-12-08 14:32:00,2.1,13448,-25.200000000000003,2018-12-08,2018-12,Saturday,14
C538350,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2018-12-08 15:01:00,2.55,13798,-2.55,2018-12-08,2018-12,Saturday,15
C538350,21231,SWEETHEART CERAMIC TRINKET BOX,-11,2018-12-08 15:01:00,1.06,13798,-11.66,2018-12-08,2018-12,Saturday,15
C538350,21936,RED RETROSPOT PICNIC BAG,-3,2018-12-08 15:01:00,2.55,13798,-7.6499999999999995,2018-12-08,2018-12,Saturday,15
C538350,20711,JUMBO BAG TOYS ,-2,2018-12-08 15:01:00,1.65,13798,-3.3,2018-12-08,2018-12,Saturday,15
C538350,85099F,JUMBO BAG STRAWBERRY,-2,2018-12-08 15:01:00,1.65,13798,-3.3,2018-12-08,2018-12,Saturday,15
C538350,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-1,2018-12-08 15:01:00,1.65,13798,-1.65,2018-12-08,2018-12,Saturday,15
C538350,20718,RED RETROSPOT SHOPPER BAG,-3,2018-12-08 15:01:00,1.06,13798,-3.18,2018-12-08,2018-12,Saturday,15
C538350,85099B,JUMBO BAG RED RETROSPOT,-12,2018-12-08 15:01:00,1.65,13798,-19.799999999999997,2018-12-08,2018-12,Saturday,15
C538350,37450,CERAMIC CAKE BOWL + HANGING CAKES,-20,2018-12-08 15:01:00,2.55,13798,-51.0,2018-12-08,2018-12,Saturday,15
C538350,20725,LUNCH BAG RED RETROSPOT,-3,2018-12-08 15:01:00,1.45,13798,-4.35,2018-12-08,2018-12,Saturday,15
C538350,20727,LUNCH BAG  BLACK SKULL.,-3,2018-12-08 15:01:00,1.45,13798,-4.35,2018-12-08,2018-12,Saturday,15
C538350,21928,JUMBO BAG SCANDINAVIAN PAISLEY,-2,2018-12-08 15:01:00,1.65,13798,-3.3,2018-12-08,2018-12,Saturday,15
C538350,21181,PLEASE ONE PERSON METAL SIGN,-2,2018-12-08 15:01:00,1.85,13798,-3.7,2018-12-08,2018-12,Saturday,15
C538350,85150,LADIES & GENTLEMEN METAL SIGN,-1,2018-12-08 15:01:00,2.1,13798,-2.1,2018-12-08,2018-12,Saturday,15
C538350,82583,HOT BATHS METAL SIGN,-3,2018-12-08 15:01:00,1.69,13798,-5.07,2018-12-08,2018-12,Saturday,15
C538350,21166,COOK WITH WINE METAL SIGN ,-2,2018-12-08 15:01:00,1.69,13798,-3.38,2018-12-08,2018-12,Saturday,15
C538350,21175,GIN + TONIC DIET METAL SIGN,-1,2018-12-08 15:01:00,1.85,13798,-1.85,2018-12-08,2018-12,Saturday,15
C538350,21169,YOU'RE CONFUSING ME METAL SIGN ,-2,2018-12-08 15:01:00,1.45,13798,-2.9,2018-12-08,2018-12,Saturday,15
C538350,82581,TOILET METAL SIGN,-1,2018-12-08 15:01:00,0.42,13798,-0.42,2018-12-08,2018-12,Saturday,15
C538350,22067,CHOC TRUFFLE GOLD TRINKET POT ,-1,2018-12-08 15:01:00,1.45,13798,-1.45,2018-12-08,2018-12,Saturday,15
C538350,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-4,2018-12-08 15:01:00,1.25,13798,-5.0,2018-12-08,2018-12,Saturday,15
C538350,82551,LAUNDRY 15C METAL SIGN,-1,2018-12-08 15:01:00,1.25,13798,-1.25,2018-12-08,2018-12,Saturday,15
C538350,35924,HANGING FAIRY CAKE DECORATION,-15,2018-12-08 15:01:00,1.69,13798,-25.349999999999998,2018-12-08,2018-12,Saturday,15
C538350,22064,PINK DOUGHNUT TRINKET POT ,-4,2018-12-08 15:01:00,1.45,13798,-5.8,2018-12-08,2018-12,Saturday,15
C538350,22065,CHRISTMAS PUDDING TRINKET POT ,-4,2018-12-08 15:01:00,1.25,13798,-5.0,2018-12-08,2018-12,Saturday,15
C538350,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,2018-12-08 15:01:00,1.06,13798,-4.24,2018-12-08,2018-12,Saturday,15
